Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,CLTV,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
57,Offer E,No,0.0,No,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.88,2,1,5172,Male,70,No,Yes,Yes,No,0
1,Offer E,Yes,15.28,No,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0.0,0,15.28,60.38,2,1,4499,Male,71,No,Yes,No,No,0
1,Offer E,No,0.0,No,DSL,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0.0,0,0.0,43.3,3,1,4972,Male,75,No,Yes,No,No,0
38,Offer E,Yes,26.1,No,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0.0,0,991.8,3242.45,1,1,3110,Female,67,No,Yes,No,No,0
35,Offer E,Yes,15.98,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0.0,0,559.3000000000001,4212.65,1,1,4745,Female,65,No,Yes,Yes,No,0
1,Offer E,Yes,15.24,No,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0.0,0,15.24,60.34,1,1,2740,Female,80,No,Yes,No,No,0
30,Offer E,Yes,4.65,No,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,1527.5,0.0,0,139.5,1667.0,3,1,4795,Male,71,No,Yes,Yes,No,0
5,Offer E,Yes,12.27,No,Fiber Optic,20,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,0.0,0,61.34999999999999,439.75,3,1,4054,Female,70,No,Yes,No,No,0
1,Offer E,Yes,30.17,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,93.55,0.0,0,30.17,123.72,1,1,5536,Male,73,No,Yes,No,No,0
58,Offer E,Yes,49.38,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1,1,4739,Male,78,No,Yes,Yes,No,0
16,Offer E,Yes,17.51,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.31,2,1,5136,Female,76,No,Yes,No,No,0
1,Offer E,Yes,22.5,No,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,2,1,3208,Female,73,No,Yes,No,No,0
5,Offer E,Yes,47.28,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,1,1,4287,Female,68,No,Yes,Yes,No,0
21,Offer E,Yes,42.27,No,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,2030.3,10.2,0,887.6700000000001,2907.77,1,1,4317,Male,79,No,Yes,No,No,0
43,Offer E,Yes,31.83,No,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,4600.7,0.0,0,1368.69,5969.389999999999,1,1,2833,Female,67,No,Yes,No,No,0
32,Offer E,Yes,33.74,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,2931.0,17.88,0,1079.68,3992.8,3,1,5247,Female,69,No,Yes,Yes,No,0
1,Offer E,Yes,18.2,No,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0.0,0,18.2,88.75,3,1,2146,Female,72,No,Yes,No,No,0
29,Offer E,Yes,25.78,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,3,1,5137,Male,75,No,Yes,Yes,No,0
13,Offer E,Yes,31.7,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,1,1,2982,Male,67,No,Yes,Yes,No,0
7,Offer E,Yes,8.92,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,3,1,4969,Male,72,No,Yes,Yes,No,0
2,Offer E,Yes,21.57,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,1,1,3685,Female,68,No,Yes,No,No,0
1,Offer E,Yes,43.61,No,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,3,1,2371,Female,68,No,Yes,No,No,0
7,Offer E,Yes,16.05,No,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,20.23,0,112.35,559.67,2,1,3669,Male,75,No,Yes,Yes,No,0
57,Offer E,Yes,49.91,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,2,1,6259,Male,74,No,Yes,Yes,No,0
1,Offer E,Yes,17.35,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0.0,0,17.35,118.15,1,1,3128,Female,78,No,Yes,Yes,No,0
17,Offer E,Yes,1.05,No,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,1,1,3266,Male,66,No,Yes,Yes,No,0
3,Offer E,Yes,18.38,No,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,0.0,0,55.14,276.09,2,1,3561,Female,73,No,Yes,No,No,0
66,Offer A,Yes,28.86,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,0.0,0,1904.76,8726.91,1,1,4479,Male,79,No,Yes,Yes,No,0
69,Offer A,Yes,48.88,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,0.0,0,3372.72,10690.92,3,1,4708,Male,69,No,Yes,Yes,No,0
15,Offer E,Yes,44.13,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,3,1,2596,Female,65,No,Yes,Yes,No,0
56,Offer E,Yes,34.58,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,0.0,0,1936.48,7447.129999999999,3,1,5605,Female,68,No,Yes,No,No,0
21,Offer E,Yes,21.15,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,2,1,4819,Female,79,No,Yes,No,No,0
1,Offer E,Yes,47.97,No,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,2,1,2825,Female,80,No,Yes,No,No,0
32,Offer E,Yes,7.92,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,2,1,4113,Male,77,No,Yes,Yes,No,0
40,Offer E,Yes,49.5,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,3640.45,0.0,0,1980.0,5620.45,1,1,5676,Female,65,No,Yes,Yes,No,0
2,Offer E,No,0.0,No,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,47.5,0.0,0,0.0,47.5,3,1,5573,Male,66,No,Yes,No,No,0
7,Offer E,Yes,39.51,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,3,1,2015,Male,75,No,Yes,No,No,0
31,Offer E,Yes,39.36,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,3,1,5362,Female,74,No,Yes,No,No,0
14,Offer E,Yes,29.96,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,1531.4,0.0,0,419.44,1950.84,1,1,2292,Female,80,No,Yes,No,No,0
15,Offer E,Yes,23.53,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,43.31,0,352.95,1443.54,1,1,4553,Male,74,No,Yes,No,No,0
59,Offer E,Yes,10.78,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.639999999999,2,1,5390,Male,70,No,Yes,Yes,No,0
46,Offer E,Yes,49.11,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.619999999999,1,1,5712,Male,76,No,Yes,Yes,No,0
25,Offer E,Yes,36.36,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.7,2187.55,23.33,0,909.0,3073.22,3,1,4078,Female,72,No,Yes,No,No,0
16,Offer E,Yes,32.11,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,3,1,2688,Female,66,No,Yes,No,No,0
1,Offer E,Yes,41.2,No,Fiber Optic,15,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,0.0,80,41.2,190.7,2,1,3273,Male,75,No,Yes,No,No,0
36,Offer E,Yes,24.54,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,0.0,0,883.4399999999999,4016.19,2,1,3041,Male,65,No,Yes,Yes,No,0
45,Offer E,Yes,10.67,No,DSL,17,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,62.7,2791.5,0.0,0,480.15,3271.65,1,1,2654,Male,79,No,Yes,No,No,0
25,Offer C,Yes,46.34,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,2,1,4283,Male,73,No,Yes,No,No,0
39,Offer C,Yes,41.93,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,1,1,4892,Male,79,No,Yes,No,No,0
31,Offer C,Yes,47.95,No,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0.0,0,1486.45,4397.75,2,1,4050,Female,70,No,Yes,Yes,No,0
3,Offer E,Yes,30.25,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,1,1,2930,Male,71,No,Yes,No,No,0
1,Offer E,Yes,33.84,No,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,1,1,5057,Male,69,No,Yes,No,No,0
33,Offer C,Yes,17.24,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,1,1,3401,Female,70,No,Yes,No,No,0
7,Offer E,Yes,42.92,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.89,2,1,2487,Male,71,No,Yes,Yes,No,0
19,Offer E,Yes,16.78,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,0.0,0,318.8200000000001,1790.57,3,1,3715,Male,67,No,Yes,No,No,0
8,Offer E,Yes,26.99,No,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0,215.92,799.37,1,1,3443,Male,67,No,Yes,Yes,No,0
13,Offer D,Yes,7.22,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.96,1,1,3269,Female,69,No,Yes,No,No,0
10,Offer D,Yes,7.51,No,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,793.55,0.0,0,75.1,868.65,1,1,3856,Male,75,No,Yes,No,No,0
5,Offer E,Yes,45.72,No,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0.0,0,228.6,706.3,2,1,2718,Male,67,No,Yes,No,No,0
1,Offer E,Yes,38.78,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,1,1,4843,Male,66,No,Yes,Yes,No,0
10,Offer D,No,0.0,No,DSL,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,1,1,3244,Female,67,No,Yes,No,No,0
53,Offer E,Yes,21.67,Yes,Cable,6,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,1,1,5271,Male,71,No,Yes,Yes,No,0
16,Offer D,Yes,26.12,No,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17,1,1,2076,Male,74,No,Yes,Yes,No,0
9,Offer E,Yes,17.56,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.6899999999999,1,1,3145,Female,70,No,Yes,No,No,0
32,Offer C,Yes,43.51,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,1,1,3966,Male,76,No,Yes,Yes,No,0
1,Offer E,Yes,17.36,Yes,Fiber Optic,29,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,30,17.36,121.76,3,1,5429,Male,67,No,Yes,Yes,No,0
8,Offer E,Yes,14.89,No,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,0.0,0,119.12,679.97,1,1,3068,Male,80,No,Yes,No,No,0
12,Offer D,Yes,30.63,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,3,1,2709,Female,67,No,Yes,Yes,No,0
4,Offer E,Yes,18.91,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,347.65,25.79,0,75.64,397.4999999999999,1,1,4708,Female,68,No,Yes,Yes,No,0
70,Offer E,Yes,17.45,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,1,1,5005,Male,69,No,Yes,Yes,No,0
1,Offer E,Yes,28.64,No,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,28.64,99.64,3,1,5345,Female,80,No,Yes,No,No,0
47,Offer E,Yes,26.95,No,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,3309.25,26.99,0,1266.65,4548.91,3,1,4457,Female,73,No,Yes,Yes,No,0
1,Offer E,Yes,37.3,No,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,37.3,106.55,1,1,4568,Female,73,No,Yes,Yes,No,0
12,Offer D,Yes,28.63,No,Cable,7,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,44.58,80,343.56,1408.73,1,1,5565,Male,65,No,Yes,No,No,0
53,Offer E,No,0.0,No,DSL,25,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,2854.55,20.16,0,0.0,2834.39,2,1,6280,Male,73,No,Yes,No,No,0
41,Offer E,Yes,22.56,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,1,1,4726,Male,78,No,Yes,Yes,No,0
5,Offer E,Yes,2.27,No,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,12.48,0,11.35,330.77,2,1,3684,Male,68,No,Yes,No,No,0
69,Offer E,Yes,16.34,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,1,1,6363,Male,65,No,Yes,Yes,No,0
14,Offer D,Yes,16.32,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,39.29,0,228.48,1225.94,3,1,2075,Male,67,No,Yes,No,No,0
32,Offer C,Yes,33.22,No,Fiber Optic,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,1,1,2091,Female,70,No,Yes,No,No,0
50,Offer E,Yes,4.6,No,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,0.0,0,230.0,3674.85,3,1,5746,Female,69,No,Yes,Yes,No,0
2,Offer E,No,0.0,No,DSL,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,0.0,0,0.0,78.65,1,1,4002,Female,73,No,Yes,No,No,0
23,Offer E,Yes,17.62,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,2483.5,0.0,0,405.26,2888.76,1,1,5507,Male,74,No,Yes,No,No,0
2,Offer E,Yes,5.49,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0.0,0,10.98,198.43,3,1,5512,Female,78,No,Yes,No,No,0
30,Offer C,Yes,6.23,No,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,2365.15,0.0,0,186.9,2552.05,3,1,2174,Male,77,No,Yes,Yes,No,0
1,Offer E,Yes,22.92,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,19.45,0.0,0,22.92,42.37,1,1,3848,Female,70,No,Yes,No,No,0
32,Offer C,Yes,48.95,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,0.0,0,1566.4,4195.0,3,1,2431,Female,78,No,Yes,Yes,No,0
16,Offer E,Yes,36.83,No,DSL,16,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,0.0,0,589.28,1613.18,1,1,5556,Female,75,No,Yes,No,No,0
38,Offer C,Yes,47.39,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,1,1,3474,Female,75,No,Yes,No,No,0
2,Offer E,Yes,12.96,No,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,0.0,0,25.92,206.17,3,1,4486,Male,76,No,Yes,No,No,0
17,Offer E,Yes,9.5,No,Fiber Optic,16,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,1329.2,0.0,0,161.5,1490.7,2,1,3443,Male,70,No,Yes,Yes,No,0
3,Offer E,No,0.0,No,DSL,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0,0.0,93.7,1,1,3766,Male,67,No,Yes,Yes,No,0
1,Offer E,No,0.0,No,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,25.05,0.0,0,0.0,25.05,1,1,4842,Female,69,No,Yes,No,No,0
43,Offer B,No,0.0,No,DSL,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,0.0,0,0.0,2342.2,1,1,2573,Female,70,No,Yes,Yes,No,0
10,Offer E,Yes,46.5,Yes,Cable,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,856.65,0.0,0,465.0,1321.65,1,1,4990,Male,74,No,Yes,Yes,No,0
37,Offer C,Yes,41.85,Yes,Fiber Optic,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,4056.75,0.0,0,1548.45,5605.2,1,1,5849,Female,77,No,Yes,No,No,0
12,Offer E,Yes,48.5,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,0.0,0,582.0,1800.55,1,1,3967,Male,66,No,Yes,Yes,No,0
35,Offer C,Yes,35.1,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.45,3474.05,0.0,80,1228.5,4782.55,2,1,2080,Male,70,No,Yes,No,No,0
1,Offer E,Yes,45.8,No,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,45.8,115.4,2,1,2151,Female,68,No,Yes,No,No,0
1,Offer E,Yes,18.37,No,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.45,78.45,0.0,0,18.37,96.82,1,1,2139,Female,65,No,Yes,No,No,0
9,Offer E,Yes,12.91,Yes,Fiber Optic,21,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0.0,0,116.19,878.69,3,1,3543,Female,76,No,Yes,No,No,0
38,Offer C,Yes,5.75,No,Cable,30,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,2497.35,0.0,0,218.5,2715.85,3,1,2645,Male,73,No,Yes,No,No,0
51,Offer B,Yes,19.49,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,4913.3,0.0,0,993.99,5907.29,2,1,6204,Male,70,No,Yes,No,No,0
5,Offer E,Yes,41.83,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15,446.05,0.0,0,209.15,655.2,3,1,2516,Female,68,No,Yes,No,No,0
2,Offer E,Yes,23.46,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,0.0,0,46.92,205.32,3,1,3350,Female,77,No,Yes,No,No,0
2,Offer E,Yes,25.74,No,DSL,6,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.85,104.2,0.0,0,51.48,155.68,1,1,3016,Female,73,No,Yes,No,No,0
1,Offer E,Yes,4.89,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,0.0,0,4.89,99.99,1,1,5795,Male,71,No,Yes,Yes,No,0
53,Offer B,Yes,7.94,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,0.0,0,420.82,5970.219999999999,1,1,5884,Male,69,No,Yes,Yes,No,0
51,Offer B,Yes,22.14,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0.0,0,1129.14,5880.09,1,1,4788,Male,80,No,Yes,Yes,No,0
72,Offer E,Yes,6.03,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,0.0,0,434.16,8124.11,3,1,5925,Male,66,No,Yes,Yes,No,0
5,Offer E,Yes,4.59,No,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0.0,0,22.95,472.7,1,1,2834,Male,79,No,Yes,No,No,0
1,Offer E,Yes,28.49,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,0,28.49,103.84,3,1,4403,Male,80,No,Yes,No,No,0
11,Offer E,Yes,4.1,Yes,Fiber Optic,5,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.8,906.85,0.0,0,45.09999999999999,951.95,2,1,5118,Female,78,No,Yes,No,No,0
50,Offer B,Yes,31.56,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,0.0,50,1578.0,6516.7,3,1,5863,Female,67,No,Yes,Yes,No,0
5,Offer E,Yes,18.69,No,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,237.25,0.0,0,93.45,330.7,1,1,4618,Male,73,No,Yes,No,No,0
5,Offer E,Yes,36.36,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,502.6,0.0,0,181.8,684.4000000000001,1,1,2960,Male,75,No,Yes,No,No,0
